,size
Li3 V8 Zn1 O16,0.9321428571428572
Li1 Co1 Cu1 F6,0.7944444444444445
K1 Ti1 Nb1 O5,1.00625
K1 La1 W2 O8,0.9708333333333332
In1 Ag1 Te2,1.4875
Ho1 U1 Te4,1.5166666666666666
Hf4 Ge1 Sb7,1.4666666666666666
In10 Cu1 Ag1 S16,1.230357142857143
K6 V6 P6 O31,0.936734693877551
Dy4 Mg1 S7,1.2916666666666665
Dy5 Si2 B1 O13,0.9333333333333332
Dy3 Ga4 Cu2,1.461111111111111
Cr3 Ru3 C2,1.1875
Cr1 Ni3 Sb4,1.40625
Cr2 C1,1.1666666666666665
Ca1 Y1 Al3 O7,0.9625000000000001
Ba4 Na1 Fe10 As10,1.436
Ba2 Ag8 S7,1.4176470588235293
Al9 Co2 Ni1,1.2750000000000001
Ti1 B1 C1,0.9833333333333333
Li1 Nb2 Te4 Cl10 O1,1.1416666666666668
Tl2 P1 O4,1.0285714285714285
Li19 La12 Zr8 O48,1.0591954022988506
Si1 Pb1 N2,1.05
Mn10 Cr1 N9,1.0625
Mn1 Zn5 N4,1.0750000000000002
Ca3 Cu1 N3,1.2428571428571429
Mn2 Os1 N3,1.0083333333333333
Mg1 Fe1 Mo1 S4,1.1928571428571428
Y1 Mg2 Mo3 S8,1.2249999999999999
Mg2 Mo1 W3 S8,1.1785714285714286
Sr1 Sn7 N10,1.0361111111111112
Co1 Cu2 Sn1,1.3750000000000002
Ho3 Sc1 O6,1.045
Sm2 Fe17,1.4473684210526314
Co9 S8,1.1852941176470588
Nd1 Fe4 P12,1.1441176470588235
Na2 Al2 As3,1.364285714285714
Pr1 Sb1,1.65
Nd2 W1 O6,0.961111111111111
Nd1 Al4,1.37
Na4 Co1 O3,1.2937500000000002
Cs1 Mn1 O4,1.0666666666666667
Ce2 O3,1.1
Na2 Cd1 Pb1,1.7375
Sm1 In2 Rh1,1.5750000000000002
Si3 N4,0.8428571428571429
Eu1 Rh3 C1,1.32
Fe1 Ge2,1.2999999999999998
Tb1 Co1 Ge1,1.4499999999999997
U2 Ga8 Ru1,1.3818181818181818
Mg6 Ni16 Ge7,1.356896551724138
Ni1 As2,1.2166666666666666
Ba2 Ce1 Pt1 O6,1.1099999999999999
Hg1 O2,0.8999999999999999
Pu1 Cl3,1.1875
U1 I3,1.4874999999999998
Ce1 H1 Se1,1.0833333333333335
Fe3 P4 O16,0.7739130434782608
Li3 Ni3 P4 O16,0.8461538461538463
Li1 V2 P3 O10,0.821875
Li1 Mo1 P1 O5,0.8625
Si1 Pb2 Se4,1.3285714285714283
Si1 Ag2 O3,1.0166666666666666
Ta2 Ni1 S5,1.15625
Mg1 Bi2 O6,0.9222222222222223
Na1 Ga1 Br4,1.2833333333333332
Sb2 S2 O1,1.1
Ca14 Si19,1.396969696969697
La5 Ti5 O17,0.9981481481481481
Te4 Mo1 Br1,1.3666666666666665
Ni1 Ge2,1.2833333333333332
Mn4 Nb7 Ge8,1.3552631578947367
Ba2 B4 Se13,1.1921052631578948
Sc1 In1 Ag2,1.5875000000000001
Li1 Mo2 P1 O8,0.8458333333333332
Nb1 Ir1 S4,1.1333333333333333
Na3 W4 O12,0.9473684210526315
Ti1 P3 O9,0.7538461538461538
Ce11 O20,1.043548387096774
Mn1 Ge1 Pd2,1.3624999999999998
Ta4 Te16 Pd3,1.4086956521739131
Zr2 Nb3 Ge4,1.3833333333333333
Ba3 Sr1 Nb2 O9,1.1166666666666667
K1 Dy2 Cl7,1.27
Ba1 Ni9 As5,1.3366666666666667
Ca1 O1,1.2
Ca1 Mg2 S3 O12,0.8333333333333333
Dy1 Mn4 Cu3 O12,0.93
H8 C3 O2,0.4076923076923077
Ba9 Fe4 S15,1.4267857142857143
Nb1 Te7 Br5 O1,1.2571428571428571
Ba1 Mo2 P4 O16,0.8108695652173912
Ba1 Hg1 O2,1.2125
Ba2 La1 Sb1 O6,1.13
Nb1 Ag1 O3,0.9700000000000001
Na2 Mn2 O3,1.1714285714285713
P2 Pb1 Xe3 F18,0.7209185606060605
Pr3 S3 N1,1.314285714285714
Gd1 H7 C2 S1 O8,0.5657894736842104
B6 H21 C5 N2 O1,0.44999999999999996
Ca4 Si2 O7 F2,0.9733333333333334
Cr1 Ag1 S2,1.25
K2 Y4 Sn2 S11,1.3421052631578947
Gd1 Al3 B4 O12,0.8075
Gd1 Al9 Ni3,1.3153846153846154
Nb1 P2 Se2 Cl5,1.075
Nd1 Co1 Sb3,1.5100000000000002
Hg3 Se2 I2,1.3714285714285712
Re1 I3,1.3874999999999997
Ca5 Pb3,1.8
Tb1 Si2 Ir2,1.33
Al1 V1 Fe2,1.35
Li1 Eu2 Si3,1.4083333333333334
Zr6 Fe23,1.4310344827586208
Lu1 Cu1 Pb1 Se3,1.3916666666666666
K1 Ta1 Cu2 Se4,1.36875
Nd2 Mo1 C2,1.31
Nd1 H12 S2 N1 O12,0.5249999999999999
Zr1 In2 Br6,1.2833333333333332
Cs1 Cr1 Cl3,1.4
K2 Sn1 Ge3 O9,1.0
Al1 Bi1 Te1 Cl4,1.1785714285714284
K1 Ca1 Ni2,1.675
In3 Ir1,1.5
Ca3 Sn1 N1,1.5
U1 Ge1 S1,1.3333333333333333
Zn1 Cu2 Ge1 S4,1.1625
Sr19 In8 N7,1.6161764705882353
Na1 V2 O4,0.9857142857142855
Os10 C23 S2 O23,0.7741379310344828
Zr6 Ni1 Cl15,1.165909090909091
Al1 N1,0.95
W1 N18,0.6868421052631579
Ga2 Se3,1.21
Li1 Sb1 P2 O7,0.8272727272727272
Ti5 Fe11 O24,0.92
As1 N2 F7,0.595
Sr2 Cr1 Cl1 O4,1.1
Sr20 Fe1 Co9 Mo10 O60,1.0405000000000002
V1 H21 C7 N4 Cl7,0.5275
Na4 P2 H20 O17,0.5674418604651162
Ca1 H16 C4 N10 O10,0.5146341463414634
K1 Zn1 Sb1,1.6666666666666665
Fe2 P2 H4 N1 O8,0.6617647058823529
Sr1 Ca2 I6,1.5555555555555554
Co6 O1 F11,0.788888888888889
Li2 Mn1 O2 F1,0.9999999999999999
Rb6 Ti2 O7,1.4066666666666667
Li8 Mn1 O5 F1,1.1
Al1 Cr1 O4,0.8416666666666666
Sr1 As2 O6,0.8777777777777778
Ba4 O1 F6,1.1090909090909091
La2 Mg1 O4,1.114285714285714
Ta1 V1 O4,0.8666666666666667
V2 O3 F1,0.8333333333333334
Y2 Hg1 O4,1.0714285714285714
Tb1 Gd1 O3,1.07
Li3 Fe4 Cu1 O8,1.0062499999999999
Ca1 Pb1 I4,1.5333333333333332
Li5 Fe2 P2 C2 O14,0.8740000000000001
Li3 Mn2 Co2 O8,0.9766666666666666
Na7 Cu7 O13,1.1055555555555556
K1 W4 O12,0.8705882352941177
Li1 Ti1 Si4 O10,0.828125
Li2 Co2 P2 O9,0.8666666666666667
Li5 V1 O4 F1,1.0454545454545454
K2 Co1 P4 H8 O16,0.6887096774193548
Ge1 P1,1.125
Li1 V2 F7,0.765
Li3 Mn1 F6,0.875
Li2 V1 F4,0.8928571428571428
Na3 Fe2 P3 O12,0.92
Li3 Fe10 O7 F9,0.9327586206896552
Li1 V2 Co1 O6,0.91
Rb1 Al1 H8 N4,0.5857142857142856
Ba1 H9 I1 O5,0.55
Li4 Mn2 Co3 Sb3 O16,0.95
Li5 V4 P6 O24,0.8474358974358974
Li5 Cu6 P8 O28,0.8542553191489362
Sr1 La1 I5,1.5642857142857143
Na3 Zn4 P4 H4 N1 O16,0.8140624999999999
Li4 Ni3 Sb5 O16,0.9535714285714285
Li4 V2 Ni3 Sn3 O16,0.9464285714285714
Na1 Co11 O17,0.9258620689655173
Li2 Mn1 V1 P2 O8 F2,0.840625
Ti3 Cu2 Sb1 P6 O24,0.798611111111111
Li1 Fe2 O3 F1,0.9357142857142856
Li3 Bi1 B8 O15,0.8055555555555556
Ba14 Na8 Ca1 N6,1.7310344827586204
Li3 V4 O3 F9,0.844736842105263
Li1 Fe4 B4 O12,0.8404761904761904
K2 Si1 P2,1.5
Pr2 Sn1 Hg1,1.6625
Mg3 Tl1,1.6
Ba5 Cd2 Sb5 F1,1.6615384615384616
Ti1 Re2 W1,1.3624999999999998
Ga1 Tc2 W1,1.3375
La1 Co5 P3,1.3
Fe1 Re1,1.375
K3 Sr1,2.1500000000000004
Pa2 Sb1 Te1,1.6124999999999998
Ni1 Pd3,1.3874999999999997
Rb1 Mg1,1.925
Pr1 Al4 Co1,1.3666666666666667
K3 Rh1,1.9875000000000003
Li3 Th1,1.5374999999999999
Ba1 Ho2 Pd1 O5,1.1166666666666667
Hf1 Te1 Se4,1.2583333333333333
Mn1 Nb1 Ge1,1.3666666666666667
Ca3 Co2 Te2 O12,0.9526315789473684
Mg2 Sn3 O8,0.9346153846153846
Mg1 W1 F6,0.73125
Mg1 Sn1 F5,0.7785714285714285
Ba2 Tl1 Ni2 O7,1.0916666666666666
Mg1 V1 F4,0.8083333333333333
Sm2 Al1 Ge6,1.3833333333333333
Ba1 Ga1 Si1 H1,1.2000000000000002
Tc1 C1,1.025
Er1 Sb2,1.5499999999999998
Dy1 Tl1 Zn1,1.6666666666666665
Sc1 Co1 Si1,1.35
Cs2 Cu1 F4,1.2214285714285715
Ti1 Ga5 Ni1,1.3214285714285714
W3 Se2 S4,1.15
Mo1 W3 S8,1.125
Li7 Sb1 N4,1.1833333333333333
Na1 Mg14 Ti1 O16,1.05625
Li1 Mg30 B1 O32,1.0390625
Mg7 Si4,1.3545454545454545
Sr5 Ca3 Ti5 Mn3 O20,1.0722222222222222
Nd2 Fe2 Se2 O3,1.1777777777777776
Yb1 Al1 Cu1,1.45
Tb2 In1 Ni2,1.5500000000000003
Sm1 Cr2 B6,1.0833333333333333
Dy1 B1 O3,0.88
Na2 Cu1 O2,1.23
Sm1 Cl1 O2,1.0125
Er1 Ga2 Pd1,1.4375
Ba1 Cl1 O3,0.99
Th1 Co2 As2,1.36
Sc2 Cd1 Ru1,1.5125
Cr1 Ga1 Tc2,1.35
Sc2 Zn1 Ni1,1.475
Na2 O2,1.2
Ca3 Mg1,1.725
Lu1 As1 Se1,1.3499999999999999
Li1 Zr1 Hg2,1.5
Mn1 Be1 Co2,1.2875
Mn1 Zn1 Pt2,1.3625
Cr3 N2,1.1
Dy1 Mn2 O4,0.9928571428571427
Hf2 Mn1 Tc1,1.4625
Sc1 Hg1 Pd2,1.475
Ta1 Re1 W2,1.375
Cs1 Rb1 Mg14 O15,1.1274193548387097
Cs1 Mg14 Si1,1.5437500000000002
Ca1 Sn5 S11,1.1794117647058824
Yb1 Sb1 Ir1,1.5166666666666664
Cu1 Te2,1.3833333333333333
Ba1 P2,1.3833333333333333
Mg2 B2 As1 Ir5,1.2600000000000002
Ti1 Pd3,1.4
Na1 Li2 Rh1 F6,0.905
Cs2 Nb1 Tl1 F6,1.155
K2 Sm1 Au1 Cl6,1.36
K2 Al1 Hg1 Cl6,1.315
Rb2 Tm1 Au1 Cl6,1.38
Eu1 Hg1,1.675
Li4 Zn1 P2 S8,1.1433333333333333
Tm1 Mn1 Ge1,1.4666666666666663
Cu9 Se5,1.2785714285714287
Ba1 Sr1 I4,1.625
Na4 Cu1 P6 H22 N6 O22,0.6090163934426229
H6 N4 O9,0.5
Li1 Zn1 Cl3 O3,0.95
K1 Pt1 Br3 N1 O1,1.1785714285714284
Al1 V1 O3,0.88
As1 N1 O2 F6,0.6
Be1 Au1 O3,0.8400000000000001
Cr1 Hg3,1.475
Ho2 Zn1 Au1,1.5499999999999998
Ho1 Tm3,1.75
Cs1 Na3,2.0
Mg149 Ag1,1.5006666666666666
Mg16 Al12 Cd1,1.3982758620689655
Mg16 Al12 F1,1.3620689655172413
Pu1 Cl1,1.375
Sr1 Zn1 O3,1.03
Rb3 Re1,2.1
Sc2 Ga1 Ni1,1.4625
Sr3 Li1,1.8625
Tb1 Dy1 Hg2,1.625
Tl3 Zn1,1.7624999999999997
Ho2 Co1 Te2 S2 O14,0.8595238095238095
Sm1 Eu1 Cu1 S3,1.3416666666666668
Ba3 Ge16 Rh4,1.384782608695652
Hf9 Mo4 P1,1.4821428571428572
Na3 S1 N1 O8,0.9115384615384616
Tl1 Ag1 P1 Se3,1.3249999999999997
Na3 U6 Ga1 F30,0.805
Al2 Si2 Pb1 O8,0.8692307692307693
Np3 Se5,1.375
K2 Ca1 Si4 O15,0.8909090909090909
Sr1 Au2 S4 O16,0.7956521739130434
Na1 Eu1 P2 H4 C1 O7,0.721875
Ho1 Ag1 S2,1.3375
Yb3 Sb4 S9,1.253125
Y2 Co14 B1,1.3735294117647059
Dy4 Co1 B13,1.0777777777777777
Ba3 Ge1 S5,1.411111111111111
Ce1 Al4 Ge2 Au1,1.3375
K5 Ag1 S6 O9,1.1428571428571428
Dy1 Mn1 Sn2,1.5125
La1 I4 O12,0.8676470588235294
U2 C4 N1 O15,0.725
Ca3 Mn1 H12 S2 O17,0.6285714285714286
Cs1 Te7,1.5499999999999998
Sm5 Sn10 Rh4,1.5342105263157895
Si2 Sn2 H41 C16 O3,0.44296874999999997
In2 Sb2 H16 C4 Se7 N2,0.6712121212121213
Cs3 Br1 O1,1.9100000000000001
Nd2 In1 Au2,1.5900000000000003
Yb1 Se1 I1,1.4333333333333331
K2 Te2 Pd1,1.72
Mn1 In1 Fe1,1.4499999999999997
Yb1 Zn2 Ga2,1.4100000000000001
Sr1 As1 Au1,1.4999999999999998
Zn1 As2 C4 N2 F18,0.6203703703703703
Tb2 Al1 Ge6,1.361111111111111
Sm5 Si2 B8,1.2166666666666668
Sm2 Ni1 Pt1 O6,1.0
Sr1 Sn2 Br6 O5,1.057142857142857
Sm3 Co8 Sn4,1.4766666666666668
Rb1 Dy1 Mo2 O8,0.9833333333333332
Rb2 Mo4 O13,0.963157894736842
Pr4 Cd1 Ir1,1.7166666666666668
Rb2 Ce1 Ta6 Br15 O3,1.2703703703703704
Re1 H1 C1 S1 N2 Cl3 O1,0.8200000000000001
Nd3 Ti1 Cl5 O4,1.103846153846154
Ni1 Br2 O12,0.7233333333333334
Na3 Cr1 O4,1.1500000000000001
Na3 V4 Bi20 O42,0.9855072463768116
Lu1 Co4 Ge2,1.3785714285714286
Ni5 P4 O16 F2,0.7907407407407407
La2 Ti3 Bi2 O12,0.9736842105263157
K1 Zn1 H1 Cl3,1.1333333333333333
K1 Yb1 Mo2 O8,0.9708333333333332
K1 Cd1 N3,1.1400000000000001
Li1 Zn1 P2 H1 O7,0.7708333333333334
K3 Zr6 Be1 Cl15,1.278
K1 Ag1 Te1 S3,1.3666666666666667
Re2 Pb1 C1 N2 O10,0.78125
K2 Hg3 Se4,1.5
Ho2 Fe17 C3,1.3363636363636364
Sc7 Mn6 Ge8,1.4095238095238094
Dy3 Fe2 Si7,1.3125
Cs1 Sm2 Cl7,1.33
Li3 Ni1 O6,0.93
Cs3 Li2 Al1 Mo4 O16,1.051923076923077
Ba1 Fe2 F7,0.845
Ba5 Y8 Zn4 O21,1.1355263157894737
Ca3 Nd8 Ru4 O24,1.0205128205128204
Ag1 C6,0.8285714285714285
Ba1 Na1 Ti1 F6,0.9277777777777778
Ca1 As1 O7,0.7944444444444444
Zr1 Ti1 C1 N1,1.0750000000000002
Zn1 Cr4 Co1 O8,0.9357142857142857
Y1 V2 Bi1 O8,0.9083333333333332
Zn1 Cu2 Sn1 Se1 S3,1.20625
U1 Ni1 Ge1,1.4499999999999997
Ti2 Re1 Pt1,1.375
Ti2 Nb1 Al1,1.375
Ti3 Nb1 O8,0.8708333333333333
Tb1 Pr1 Mn4,1.5333333333333332
Tb1 Ag1 Sn2,1.5625
Tb2 Mn3 Al1,1.4916666666666665
Tb2 In3 Sn3,1.5625
Tb3 U1 Co8 Ge8,1.3900000000000001
Ta1 Ti1 Be4,1.1749999999999998
Ta1 Fe1 O4,0.875
Sr1 La4 Si3 O13,0.9952380952380953
Sr1 Bi3 Br3 O4,1.15
Sr7 Ca1 Ir2 O12,1.168181818181818
Sr2 Pr1 Cu3 Pb2 O8,1.14375
Sr2 Li1 La1 Ti4 O12,1.0099999999999998
Sr3 Ca1 Nd1 Mn5 O15,1.0259999999999998
Sr14 Ga1 As11,1.6134615384615385
Sm2 In3 Cu1,1.6166666666666667
Sm2 Fe17 C1,1.41
Sm4 Ti1 Fe33 N4,1.3714285714285712
Rb1 Co1 Cu1 S2,1.4100000000000001
Pr1 Ga2 Co3,1.4166666666666667
Sm30 P52 Ir65,1.3282312925170068
Nb1 B4 Mo3,1.15
Nb5 Cr1 B4 Ru10,1.2525
Na1 Sm3 Ti2 Sb2 O14,0.9749999999999999
Rb6 Nb6 H14 O27,0.8018867924528301
Na1 Ca1 Sc1 Zn1 Si4 O12,0.9075000000000001
Na1 V2 S4 O4,0.9909090909090909
Mn1 Zn1 Cd1 Te3,1.4166666666666665
Mn1 Ag2 Sn3 S8,1.2107142857142856
Mn7 Ni8 Sn1,1.378125
Mg1 Mn2 O3,1.0166666666666666
Li2 Tl1 Cd1,1.5875
La1 Tb1 C4,1.0833333333333333
La1 Al1 Ni4,1.4333333333333331
La1 Ce1 Mn4 Si4,1.38
Li3 Fe1 Mo3 O12,0.9105263157894736
La1 Nb2 Cu1 Br1 O7,0.9624999999999999
K1 Cr1 Ni1 F6,0.8833333333333333
La2 Mn3 Zn1 O9,0.99
K1 Re6 Se5 Cl7 O3,1.1295454545454544
Ho1 Ag1 Sn2,1.5625
In5 S8,1.2115384615384617
Ho1 Cu3 Te3,1.4285714285714286
Ho1 In1 Ge2 O7,0.9090909090909092
Ge3 Te3 Ir2,1.3312499999999998
Gd3 Bi1 Ru4 O14,0.9363636363636363
Ga1 Ag1 Te2,1.425
Na2 Zn1 Sn5,1.525
Dy2 Y1 Ta1 O7,0.9954545454545454
Dy2 Fe17 C2,1.3666666666666667
K3 Sb7 Se3 O12,1.096
Er1 Al1 Cu4,1.4
In16 Bi8 Pb3 S38,1.2461538461538462
Cs1 Li1 Mn1 S2,1.4900000000000002
Ce1 Sm1,1.85
Ce2 Mn7 Al10,1.3684210526315788
Ca1 La1 Al4,1.4583333333333333
Ca1 Nd1 Ga3 O7,0.9791666666666667
Bi1 Pb4,1.7600000000000002
Ba1 Bi2 I2 O2,1.3357142857142856
Ba4 Re2 Ni1 O12,1.0447368421052632
Ba6 Ho2 Al2 Rh2 O15,1.1333333333333333
Ba2 Si3 Au1,1.4916666666666667
Al1 H12 C4 N1 F4,0.4409090909090909
Al4 Cr1 S8,1.1076923076923078
Ag4 Hg4 S4 Br1 Cl3,1.2843749999999998
Ce2 Gd2 O7,1.0454545454545454
Co20 As12 O57,0.8426966292134832
Ho1 Mg1 S3,1.25
Cu1 Hg2 N2,1.1300000000000001
Bi1 Os3 C9 O9,0.7818181818181819
P1 O2,0.7333333333333333
Li1 Mn1 O1,1.15
In2 O3,0.9800000000000001
Ca3 Y1 N3,1.307142857142857
Mn4 Se3 N2,1.15
Na1 Sb1 N2,1.1375
Ga2 Co1 N3,0.9833333333333334
Ca4 Rh1 N4,1.238888888888889
Ca3 Ni2 N4,1.1888888888888887
Ca3 Ta3 N5,1.1818181818181817
Li1 Cr2 N3,1.0333333333333332
Fe1 Si7 N10,0.8666666666666667
Cr1 W2 N3,1.0083333333333333
Mn2 Pb3 N4,1.1999999999999997
Mg2 Ti1 Al3 S8,1.1535714285714285
Mg1 Ti1 In1 S4,1.207142857142857
Zr1 Co2 N2,1.11
Mn5 Co1 N4,1.095
Sr1 Ca7 Ti3 Mn5 O24,1.005
Ag1 Sb1 Te2,1.4625
Al2 Os1 Pd1,1.2999999999999998
Y1 Zn1 P1 O1,1.1875
Zn1 Co1 Si2 O6,0.8500000000000001
Hf1 Al2,1.3499999999999999
Mg1 Hg1,1.5
La1 Ni12 B6,1.2236842105263157
K1 Ho1 S2,1.4875
Nb5 Se4,1.3166666666666667
Rb2 Hf3 O1 F12,0.8861111111111111
Tl1 V3 O8,0.8958333333333333
Mg1 Cr1 O4,0.8833333333333333
Dy2 Ti3 Si4,1.3444444444444443
Sm1 Fe1 B4,1.1083333333333334
Ce1 Si1 Ni1,1.4333333333333333
Eu1 Zn2 Ge2,1.4100000000000001
Ti5 Sn3,1.41875
Na1 Mn1 Sb1,1.5499999999999998
Hf5 Sn3,1.5125
Y1 Mn1 Si1,1.4333333333333333
Sb1 Rh2,1.3833333333333333
Tb7 O12,1.0236842105263158
Sr3 Sn4 Ir4,1.5636363636363637
Y1 Mn12,1.4307692307692308
Pu1 Mn2 Si2,1.35
Cs1 Cu2 Br3,1.4583333333333333
K1 Br1,1.675
Cr4 Ag1 Bi1 O14,0.86
Sm3 Si2 Cl1 O8,0.9678571428571427
H2 O2,0.425
Be2 Co1 H20 N2 O6 F8,0.44487179487179485
Nd1 N1,1.25
Li1 Ni1 P3 O9,0.8
Fe1 Sb1,1.4249999999999998
Sr1 Cu5,1.4583333333333335
Ba1 Mn2 O3,1.125
Th2 Bi1 N2,1.3
Sn3 P2 O8,0.8576923076923078
Th1 I4,1.48
K2 Zn3 O4,1.2055555555555555
Tl1 As5 S8,1.1178571428571429
Zr3 S1 O9,0.85
Cs3 As1 O4,1.4187500000000002
Tl1 Au1 F6,0.78125
Li1 S1,1.225
U1 Te1 N1,1.2666666666666666
Ca1 H1 N1,0.9
Hg1 Pb1 F6,0.7875
Nd2 U1 Se4,1.4357142857142855
Er1 In1 Cu1,1.5499999999999998
Ba2 Co1 S3,1.4416666666666664
Ca2 Sn1 O4,1.064285714285714
Ge7 Ir3,1.28
Mn1 H10 Se1 O9,0.49761904761904757
Fe2 Co1 As2 H10 O14,0.5982758620689655
Na3 B5 Se9,1.176470588235294
Fe4 Cu2 S7,1.176923076923077
Ce1 Se2 O6,0.861111111111111
Cs1 Br1 F6,0.84375
Rb5 Si2 Ni1 O8,1.2562499999999999
Zn2 P2 O7,0.8090909090909091
Ba1 Bi1 Cl1 O2,1.19
Sr7 Mn4 O13,1.1416666666666666
K2 Sb1 S1 O4 F3,0.9772727272727273
Ti1 P1 H1 O5,0.70625
Al1 Mo4 S8,1.1576923076923078
Os1 O1 F5,0.6285714285714286
K1 Mn1 P1 O4,0.9999999999999998
Y2 Cr1 S4,1.2857142857142856
Sr2 Cu2 Te1 Br2 O6,1.076923076923077
Cu3 Ni1 H6 Cl2 O6,0.6944444444444444
Sr2 Ge1 O4,1.0928571428571427
Ba1 V2 P4 O14,0.8214285714285714
Mn3 Nb2 Zn1 O9,0.9233333333333332
Cr1 Hg1 F6,0.7375
Sr2 V1 Cl1 O4,1.09375
K1 Li3 Pb1 O4,1.1944444444444444
Ba7 Sc6 Al2 O19,1.1338235294117647
Ba4 Na1 Bi3 O12,1.12
Li6 Zr1 Be1 F12,0.865
Rb2 Ga2 B2 O7,1.0153846153846153
Cs1 Sb1 S2,1.5125
Cs1 Hg1 F3,1.12
Mn2 Fe1 C6 N6,0.82
Hg1 N6,0.7714285714285715
Sr1 Si7 N10,0.9000000000000001
Ba1 B2 Se6,1.1944444444444444
Hf5 Sb9,1.4857142857142858
La2 P1 I2,1.54
U1 Mo1 O5,0.8857142857142857
Cs1 S1 O3 F1,0.9833333333333333
Rb1 V2 Sb1 O8,0.9416666666666667
Yb5 In2 Sb6,1.580769230769231
Cu1 Si1 Br1,1.2
Mn5 V2 Pb3 O16,0.9500000000000001
H5 N2 Cl1,0.44375
V2 Cu1 P2 O10,0.8033333333333332
Mn1 In1 Fe1 C9 O9,0.7642857142857142
Fe1 P1 H5 C1 O8,0.5718749999999999
Ba3 Nd1 Ru2 O9,1.0866666666666667
Mg3 V2 O6,0.9818181818181817
Sm1 Al1 F5,0.8
Li1 Nb1 O3,0.94
K2 Er1 Ti1 P3 O12,0.9342105263157895
Li7 Mo12 S16,1.2442857142857142
Cd13 In26 Se54,1.3177419354838709
Ag1 Mo6 Br13,1.2625
Na2 Zr1 Si4 O11,0.8972222222222223
As12 S13,1.072
Sc22 Fe7 S40,1.2318840579710146
Ba3 Ho1 U1 Fe1 O9,1.1166666666666667
Ag3 H13 Se1 N4 O5,0.5692307692307693
Cr1 H9 C6 S6 O3,0.6259999999999999
Fe3 P1 W1 C15 Br1 O15,0.7555555555555555
Na1 Ca2 Mg2 V3 O12,0.9825
Al1 H18 N3 O18,0.4625
V6 O13,0.8368421052631578
Na2 Ni1 H14 N6,0.5369565217391304
Rb1 In1 P1 H1 O5,0.9055555555555557
Ba2 Sr1 I6,1.6333333333333333
K3 Na1 Fe1 Cl6,1.4363636363636363
Li1 Mn1 P3 H1 O10,0.75625
Li2 Fe1 Ni1 O4,1.00625
Ce1 Th3 O8,1.0041666666666667
Lu2 Ti1 O5,0.9875
Rb3 Y1 O3,1.5214285714285714
Ti3 N2 O3,0.9124999999999999
Y1 Br3,1.3125
Li2 Co1 O2,1.0899999999999999
Ca1 Cl2 O6,0.8222222222222222
Li2 Bi1 O3,1.05
Li1 Mn2 Fe3 O8,0.9464285714285714
Cd1 Ga2 O4,0.9357142857142857
Li3 Co4 Cu1 O8,0.9937499999999999
La1 Th4 O10,1.01
Li5 Ni7 O12,0.9958333333333333
Li4 Cu3 Ni1 P4 O16,0.8857142857142857
Li8 V3 P8 O29,0.8552083333333333
Li2 Fe3 Te1 O8,0.95
Li1 Ni1 C2 O6,0.78
Li3 V3 O3 F5,0.9071428571428571
Li1 V3 O8,0.8583333333333334
Mn1 F4,0.6799999999999999
Li4 Mn1 F7,0.8916666666666666
Li2 V1 Fe1 P4 O14,0.8204545454545454
Na2 Cr1 O4,1.057142857142857
Li9 V3 P8 O29,0.8673469387755102
Na3 Li1 Mn5 O9,1.0694444444444444
Li4 Mn1 Fe3 P4 O16,0.8928571428571428
Li4 Cu1 Si2 O7,0.9678571428571427
Zr3 U7 O20,0.9633333333333334
Li3 Mn2 Fe1 B4 O12,0.8704545454545454
Li12 V1 Cr3 P4 C4 O28,0.8951923076923077
K2 Se3,1.57
Li3 V1 S4,1.2125
Li4 Mn1 V1 P3 O12,0.8928571428571428
Li1 V2 S3 O12,0.7972222222222222
Li2 Cr4 O13,0.8578947368421053
Li3 Ti1 Co2 O6,1.0041666666666667
Na3 Si1 Sn1 C1 O7,0.9884615384615385
Ba3 La2 Br12,1.4205882352941175
Fe2 Co1 O6,0.8611111111111109
Li7 Ti12 Fe5 O32,0.9491071428571427
Ti1 Al1 O3,0.89
V3 Fe2 Ni1 P6 O24,0.7944444444444444
Cr2 Fe3 Ni1 P6 O24,0.798611111111111
Nb1 O2,0.8833333333333333
Na1 Sn1 O1,1.2833333333333332
Li1 Mn1 P2 H2 O8,0.7249999999999999
Fe5 O2 F8,0.8133333333333332
Li1 Cr3 P6 O20,0.7883333333333333
Cr19 O48,0.8268656716417909
K1 Y1 O2,1.3
Rb2 Li2 Ge1 O4,1.25
Li2 Cu1 P4 O12,0.8131578947368421
Cu1 H12 N2 O2 F4,0.4214285714285714
Li9 V12 Fe7 O48,0.8927631578947367
In1 B1 F4,0.7333333333333333
Pr2 Hg1 Pb1,1.75
Tc3 Pd1,1.3625000000000003
Er1 Mg3,1.5625
Li1 Pm2 Os1,1.6125
Pu1 Cd1 Au2,1.5
Tm2 Al1 Os1,1.5125
Lu2 Ru1 Pt1,1.5375
Li3 Ag1,1.4874999999999998
Be2 Ni1 Pt1,1.2000000000000002
Li1 Mn1 H1 S1 O5,0.7888888888888889
Ga3 Ge1,1.2875
Pr1 Nd1 Hg2,1.675
Li3 Tc1,1.4249999999999998
K1 Ca1 O3,1.1600000000000001
U1 P1 Se1,1.2999999999999998
Mn2 Si1 Ru1,1.3
Y1 V1 O3,0.9900000000000001
Ca1 Cu2 As4 O14,0.8333333333333333
Ca1 Ni4 O8,0.9230769230769231
Sr2 Al1 Ga1 Ni2 O7,1.0346153846153845
Ca1 Sn2 O4,1.0142857142857142
